"Elevation","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.10482e+01,1,0.00000e+00,-4.75823e+05,0.00000e+00,0.00000e+00
8.63197e+00,1,9.51647e+03,-4.66307e+05,0.00000e+00,0.00000e+00
6.26333e+00,1,1.90329e+04,-4.56790e+05,0.00000e+00,0.00000e+00
3.94412e+00,1,2.85494e+04,-4.47274e+05,0.00000e+00,0.00000e+00
1.67277e+00,1,3.80658e+04,-4.37757e+05,0.00000e+00,0.00000e+00
1.25043e+00,1,4.75823e+04,-4.28241e+05,0.00000e+00,0.00000e+00
1.14275e+00,1,5.70988e+04,-4.18724e+05,0.00000e+00,0.00000e+00
1.05682e+00,1,6.66152e+04,-4.09208e+05,0.00000e+00,0.00000e+00
9.41566e-01,1,7.61317e+04,-3.99692e+05,0.00000e+00,0.00000e+00
8.35621e-01,1,8.56482e+04,-3.90175e+05,0.00000e+00,0.00000e+00
7.28330e-01,1,9.51646e+04,-3.80659e+05,0.00000e+00,0.00000e+00
6.25131e-01,1,1.04681e+05,-3.71142e+05,0.00000e+00,0.00000e+00
5.30670e-01,1,1.14198e+05,-3.61626e+05,0.00000e+00,0.00000e+00
4.39705e-01,1,1.23714e+05,-3.52109e+05,0.00000e+00,0.00000e+00
3.47184e-01,1,1.33230e+05,-3.42593e+05,0.00000e+00,0.00000e+00
2.55273e-01,1,1.42747e+05,-3.33076e+05,0.00000e+00,0.00000e+00
1.67298e-01,1,1.52263e+05,-3.23560e+05,0.00000e+00,0.00000e+00
8.29308e-02,1,1.61780e+05,-3.14043e+05,0.00000e+00,0.00000e+00
7.58982e-04,1,1.71296e+05,-3.04527e+05,0.00000e+00,0.00000e+00
-8.04023e-02,1,1.80813e+05,-2.95010e+05,0.00000e+00,0.00000e+00
-1.60877e-01,1,1.90329e+05,-2.85494e+05,0.00000e+00,0.00000e+00
-2.40082e-01,1,1.99846e+05,-2.75977e+05,0.00000e+00,0.00000e+00
-3.16475e-01,1,2.09362e+05,-2.66461e+05,0.00000e+00,0.00000e+00
-3.88916e-01,1,2.18879e+05,-2.56945e+05,0.00000e+00,0.00000e+00
-4.57399e-01,1,2.28395e+05,-2.47428e+05,0.00000e+00,0.00000e+00
-5.22577e-01,1,2.37912e+05,-2.37912e+05,0.00000e+00,0.00000e+00
-5.84802e-01,1,2.47428e+05,-2.28395e+05,0.00000e+00,0.00000e+00
-6.44542e-01,1,2.56945e+05,-2.18879e+05,0.00000e+00,0.00000e+00
-7.01654e-01,1,2.66461e+05,-2.09362e+05,0.00000e+00,0.00000e+00
-7.56253e-01,1,2.75977e+05,-1.99846e+05,0.00000e+00,0.00000e+00
-8.08315e-01,1,2.85494e+05,-1.90329e+05,0.00000e+00,0.00000e+00
-8.57843e-01,1,2.95010e+05,-1.80813e+05,0.00000e+00,0.00000e+00
-9.04894e-01,1,3.04527e+05,-1.71296e+05,0.00000e+00,0.00000e+00
-9.49273e-01,1,3.14043e+05,-1.61780e+05,0.00000e+00,0.00000e+00
-9.91178e-01,1,3.23560e+05,-1.52263e+05,0.00000e+00,0.00000e+00
-1.03053e+00,1,3.33076e+05,-1.42747e+05,0.00000e+00,0.00000e+00
-1.06742e+00,1,3.42593e+05,-1.33230e+05,0.00000e+00,0.00000e+00
-1.10170e+00,1,3.52109e+05,-1.23714e+05,0.00000e+00,0.00000e+00
-1.13338e+00,1,3.61626e+05,-1.14198e+05,0.00000e+00,0.00000e+00
-1.16260e+00,1,3.71142e+05,-1.04681e+05,0.00000e+00,0.00000e+00
-1.18927e+00,1,3.80659e+05,-9.51646e+04,0.00000e+00,0.00000e+00
-1.21341e+00,1,3.90175e+05,-8.56482e+04,0.00000e+00,0.00000e+00
-1.23497e+00,1,3.99692e+05,-7.61317e+04,0.00000e+00,0.00000e+00
-1.25404e+00,1,4.09208e+05,-6.66152e+04,0.00000e+00,0.00000e+00
