"Elevation","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.10482e+01,1,0.00000e+00,-4.75823e+05,0.00000e+00,0.00000e+00
8.63199e+00,1,9.51647e+03,-4.66307e+05,0.00000e+00,0.00000e+00
6.26341e+00,1,1.90329e+04,-4.56790e+05,0.00000e+00,0.00000e+00
3.94428e+00,1,2.85494e+04,-4.47274e+05,0.00000e+00,0.00000e+00
1.90742e+00,1,3.80658e+04,-4.37757e+05,0.00000e+00,0.00000e+00
1.79192e+00,1,4.75823e+04,-4.28241e+05,0.00000e+00,0.00000e+00
1.61508e+00,1,5.70988e+04,-4.18724e+05,0.00000e+00,0.00000e+00
1.46248e+00,1,6.66152e+04,-4.09208e+05,0.00000e+00,0.00000e+00
1.31562e+00,1,7.61317e+04,-3.99692e+05,0.00000e+00,0.00000e+00
1.16895e+00,1,8.56482e+04,-3.90175e+05,0.00000e+00,0.00000e+00
1.02207e+00,1,9.51646e+04,-3.80659e+05,0.00000e+00,0.00000e+00
8.87591e-01,1,1.04681e+05,-3.71142e+05,0.00000e+00,0.00000e+00
7.55417e-01,1,1.14198e+05,-3.61626e+05,0.00000e+00,0.00000e+00
6.18906e-01,1,1.23714e+05,-3.52109e+05,0.00000e+00,0.00000e+00
4.86416e-01,1,1.33230e+05,-3.42593e+05,0.00000e+00,0.00000e+00
3.59726e-01,1,1.42747e+05,-3.33076e+05,0.00000e+00,0.00000e+00
2.34802e-01,1,1.52263e+05,-3.23560e+05,0.00000e+00,0.00000e+00
1.11256e-01,1,1.61780e+05,-3.14043e+05,0.00000e+00,0.00000e+00
-8.81675e-03,1,1.71296e+05,-3.04527e+05,0.00000e+00,0.00000e+00
-1.23289e-01,1,1.80813e+05,-2.95010e+05,0.00000e+00,0.00000e+00
-2.32214e-01,1,1.90329e+05,-2.85494e+05,0.00000e+00,0.00000e+00
-3.37845e-01,1,1.99846e+05,-2.75977e+05,0.00000e+00,0.00000e+00
-4.40508e-01,1,2.09362e+05,-2.66461e+05,0.00000e+00,0.00000e+00
-5.38275e-01,1,2.18879e+05,-2.56945e+05,0.00000e+00,0.00000e+00
-6.30237e-01,1,2.28395e+05,-2.47428e+05,0.00000e+00,0.00000e+00
-7.17722e-01,1,2.37912e+05,-2.37912e+05,0.00000e+00,0.00000e+00
-8.03330e-01,1,2.47428e+05,-2.28395e+05,0.00000e+00,0.00000e+00
-8.88632e-01,1,2.56945e+05,-2.18879e+05,0.00000e+00,0.00000e+00
-9.72353e-01,1,2.66461e+05,-2.09362e+05,0.00000e+00,0.00000e+00
-1.05232e+00,1,2.75977e+05,-1.99846e+05,0.00000e+00,0.00000e+00
-1.12711e+00,1,2.85494e+05,-1.90329e+05,0.00000e+00,0.00000e+00
-1.19667e+00,1,2.95010e+05,-1.80813e+05,0.00000e+00,0.00000e+00
-1.26197e+00,1,3.04527e+05,-1.71296e+05,0.00000e+00,0.00000e+00
-1.32344e+00,1,3.14043e+05,-1.61780e+05,0.00000e+00,0.00000e+00
-1.38188e+00,1,3.23560e+05,-1.52263e+05,0.00000e+00,0.00000e+00
-1.43743e+00,1,3.33076e+05,-1.42747e+05,0.00000e+00,0.00000e+00
-1.49019e+00,1,3.42593e+05,-1.33230e+05,0.00000e+00,0.00000e+00
-1.53962e+00,1,3.52109e+05,-1.23714e+05,0.00000e+00,0.00000e+00
-1.58527e+00,1,3.61626e+05,-1.14198e+05,0.00000e+00,0.00000e+00
