"Elevation","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.10482e+01,1,0.00000e+00,-4.75823e+05,0.00000e+00,0.00000e+00
8.63197e+00,1,9.51647e+03,-4.66307e+05,0.00000e+00,0.00000e+00
6.26344e+00,1,1.90329e+04,-4.56790e+05,0.00000e+00,0.00000e+00
3.94399e+00,1,2.85494e+04,-4.47274e+05,0.00000e+00,0.00000e+00
1.67108e+00,1,3.80658e+04,-4.37757e+05,0.00000e+00,0.00000e+00
-5.45833e-01,1,4.75823e+04,-4.28241e+05,0.00000e+00,0.00000e+00
-1.74330e+00,1,5.70988e+04,-4.18724e+05,0.00000e+00,0.00000e+00
-1.59564e+00,1,6.66152e+04,-4.09208e+05,0.00000e+00,0.00000e+00
-1.43489e+00,1,7.61317e+04,-3.99692e+05,0.00000e+00,0.00000e+00
-1.27935e+00,1,8.56482e+04,-3.90175e+05,0.00000e+00,0.00000e+00
-1.11224e+00,1,9.51646e+04,-3.80659e+05,0.00000e+00,0.00000e+00
-9.62414e-01,1,1.04681e+05,-3.71142e+05,0.00000e+00,0.00000e+00
-8.25738e-01,1,1.14198e+05,-3.61626e+05,0.00000e+00,0.00000e+00
-6.82936e-01,1,1.23714e+05,-3.52109e+05,0.00000e+00,0.00000e+00
-5.38922e-01,1,1.33230e+05,-3.42593e+05,0.00000e+00,0.00000e+00
-4.00961e-01,1,1.42747e+05,-3.33076e+05,0.00000e+00,0.00000e+00
-2.69505e-01,1,1.52263e+05,-3.23560e+05,0.00000e+00,0.00000e+00
-1.41304e-01,1,1.61780e+05,-3.14043e+05,0.00000e+00,0.00000e+00
-1.64292e-02,1,1.71296e+05,-3.04527e+05,0.00000e+00,0.00000e+00
1.04667e-01,1,1.80813e+05,-2.95010e+05,0.00000e+00,0.00000e+00
2.22703e-01,1,1.90329e+05,-2.85494e+05,0.00000e+00,0.00000e+00
3.37540e-01,1,1.99846e+05,-2.75977e+05,0.00000e+00,0.00000e+00
4.48071e-01,1,2.09362e+05,-2.66461e+05,0.00000e+00,0.00000e+00
5.54640e-01,1,2.18879e+05,-2.56945e+05,0.00000e+00,0.00000e+00
6.58384e-01,1,2.28395e+05,-2.47428e+05,0.00000e+00,0.00000e+00
7.58978e-01,1,2.37912e+05,-2.37912e+05,0.00000e+00,0.00000e+00
8.54813e-01,1,2.47428e+05,-2.28395e+05,0.00000e+00,0.00000e+00
9.45710e-01,1,2.56945e+05,-2.18879e+05,0.00000e+00,0.00000e+00
1.03225e+00,1,2.66461e+05,-2.09362e+05,0.00000e+00,0.00000e+00
1.11596e+00,1,2.75977e+05,-1.99846e+05,0.00000e+00,0.00000e+00
1.19741e+00,1,2.85494e+05,-1.90329e+05,0.00000e+00,0.00000e+00
1.27580e+00,1,2.95010e+05,-1.80813e+05,0.00000e+00,0.00000e+00
1.35011e+00,1,3.04527e+05,-1.71296e+05,0.00000e+00,0.00000e+00
1.41954e+00,1,3.14043e+05,-1.61780e+05,0.00000e+00,0.00000e+00
1.48479e+00,1,3.23560e+05,-1.52263e+05,0.00000e+00,0.00000e+00
1.54623e+00,1,3.33076e+05,-1.42747e+05,0.00000e+00,0.00000e+00
1.60366e+00,1,3.42593e+05,-1.33230e+05,0.00000e+00,0.00000e+00
1.65624e+00,1,3.52109e+05,-1.23714e+05,0.00000e+00,0.00000e+00
1.70454e+00,1,3.61626e+05,-1.14198e+05,0.00000e+00,0.00000e+00
1.75034e+00,1,3.71142e+05,-1.04681e+05,0.00000e+00,0.00000e+00
1.79502e+00,1,3.80659e+05,-9.51646e+04,0.00000e+00,0.00000e+00
1.83798e+00,1,3.90175e+05,-8.56482e+04,0.00000e+00,0.00000e+00
1.87649e+00,1,3.99692e+05,-7.61317e+04,0.00000e+00,0.00000e+00
1.90844e+00,1,4.09208e+05,-6.66152e+04,0.00000e+00,0.00000e+00
