"Elevation","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.10482e+01,1,0.00000e+00,-4.75823e+05,0.00000e+00,0.00000e+00
8.63199e+00,1,9.51647e+03,-4.66307e+05,0.00000e+00,0.00000e+00
6.26343e+00,1,1.90329e+04,-4.56790e+05,0.00000e+00,0.00000e+00
3.94416e+00,1,2.85494e+04,-4.47274e+05,0.00000e+00,0.00000e+00
1.83422e+00,1,3.80658e+04,-4.37757e+05,0.00000e+00,0.00000e+00
1.78375e+00,1,4.75823e+04,-4.28241e+05,0.00000e+00,0.00000e+00
1.61302e+00,1,5.70988e+04,-4.18724e+05,0.00000e+00,0.00000e+00
1.44918e+00,1,6.66152e+04,-4.09208e+05,0.00000e+00,0.00000e+00
1.30627e+00,1,7.61317e+04,-3.99692e+05,0.00000e+00,0.00000e+00
1.16009e+00,1,8.56482e+04,-3.90175e+05,0.00000e+00,0.00000e+00
1.01380e+00,1,9.51646e+04,-3.80659e+05,0.00000e+00,0.00000e+00
8.75832e-01,1,1.04681e+05,-3.71142e+05,0.00000e+00,0.00000e+00
7.38227e-01,1,1.14198e+05,-3.61626e+05,0.00000e+00,0.00000e+00
5.98793e-01,1,1.23714e+05,-3.52109e+05,0.00000e+00,0.00000e+00
4.65259e-01,1,1.33230e+05,-3.42593e+05,0.00000e+00,0.00000e+00
3.39689e-01,1,1.42747e+05,-3.33076e+05,0.00000e+00,0.00000e+00
2.19231e-01,1,1.52263e+05,-3.23560e+05,0.00000e+00,0.00000e+00
1.01576e-01,1,1.61780e+05,-3.14043e+05,0.00000e+00,0.00000e+00
-1.47104e-02,1,1.71296e+05,-3.04527e+05,0.00000e+00,0.00000e+00
-1.29608e-01,1,1.80813e+05,-2.95010e+05,0.00000e+00,0.00000e+00
-2.42162e-01,1,1.90329e+05,-2.85494e+05,0.00000e+00,0.00000e+00
-3.51121e-01,1,1.99846e+05,-2.75977e+05,0.00000e+00,0.00000e+00
-4.55219e-01,1,2.09362e+05,-2.66461e+05,0.00000e+00,0.00000e+00
-5.53782e-01,1,2.18879e+05,-2.56945e+05,0.00000e+00,0.00000e+00
-6.47473e-01,1,2.28395e+05,-2.47428e+05,0.00000e+00,0.00000e+00
-7.37674e-01,1,2.37912e+05,-2.37912e+05,0.00000e+00,0.00000e+00
-8.25228e-01,1,2.47428e+05,-2.28395e+05,0.00000e+00,0.00000e+00
-9.10030e-01,1,2.56945e+05,-2.18879e+05,0.00000e+00,0.00000e+00
-9.91062e-01,1,2.66461e+05,-2.09362e+05,0.00000e+00,0.00000e+00
-1.06807e+00,1,2.75977e+05,-1.99846e+05,0.00000e+00,0.00000e+00
-1.14113e+00,1,2.85494e+05,-1.90329e+05,0.00000e+00,0.00000e+00
-1.21074e+00,1,2.95010e+05,-1.80813e+05,0.00000e+00,0.00000e+00
-1.27755e+00,1,3.04527e+05,-1.71296e+05,0.00000e+00,0.00000e+00
-1.34194e+00,1,3.14043e+05,-1.61780e+05,0.00000e+00,0.00000e+00
-1.40437e+00,1,3.23560e+05,-1.52263e+05,0.00000e+00,0.00000e+00
-1.46429e+00,1,3.33076e+05,-1.42747e+05,0.00000e+00,0.00000e+00
-1.52089e+00,1,3.42593e+05,-1.33230e+05,0.00000e+00,0.00000e+00
-1.57295e+00,1,3.52109e+05,-1.23714e+05,0.00000e+00,0.00000e+00
-1.62008e+00,1,3.61626e+05,-1.14198e+05,0.00000e+00,0.00000e+00
