"Elevation","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.10482e+01,1,0.00000e+00,-4.75823e+05,0.00000e+00,0.00000e+00
8.63199e+00,1,9.51647e+03,-4.66307e+05,0.00000e+00,0.00000e+00
6.26351e+00,1,1.90329e+04,-4.56790e+05,0.00000e+00,0.00000e+00
3.94413e+00,1,2.85494e+04,-4.47274e+05,0.00000e+00,0.00000e+00
1.69403e+00,1,3.80658e+04,-4.37757e+05,0.00000e+00,0.00000e+00
1.24035e+00,1,4.75823e+04,-4.28241e+05,0.00000e+00,0.00000e+00
1.11326e+00,1,5.70988e+04,-4.18724e+05,0.00000e+00,0.00000e+00
1.02007e+00,1,6.66152e+04,-4.09208e+05,0.00000e+00,0.00000e+00
9.17306e-01,1,7.61317e+04,-3.99692e+05,0.00000e+00,0.00000e+00
8.14230e-01,1,8.56482e+04,-3.90175e+05,0.00000e+00,0.00000e+00
7.13188e-01,1,9.51646e+04,-3.80659e+05,0.00000e+00,0.00000e+00
6.14847e-01,1,1.04681e+05,-3.71142e+05,0.00000e+00,0.00000e+00
5.20467e-01,1,1.14198e+05,-3.61626e+05,0.00000e+00,0.00000e+00
4.29136e-01,1,1.23714e+05,-3.52109e+05,0.00000e+00,0.00000e+00
3.37477e-01,1,1.33230e+05,-3.42593e+05,0.00000e+00,0.00000e+00
2.45555e-01,1,1.42747e+05,-3.33076e+05,0.00000e+00,0.00000e+00
1.58072e-01,1,1.52263e+05,-3.23560e+05,0.00000e+00,0.00000e+00
7.59943e-02,1,1.61780e+05,-3.14043e+05,0.00000e+00,0.00000e+00
-3.42886e-03,1,1.71296e+05,-3.04527e+05,0.00000e+00,0.00000e+00
-8.18757e-02,1,1.80813e+05,-2.95010e+05,0.00000e+00,0.00000e+00
-1.58657e-01,1,1.90329e+05,-2.85494e+05,0.00000e+00,0.00000e+00
-2.33129e-01,1,1.99846e+05,-2.75977e+05,0.00000e+00,0.00000e+00
-3.05446e-01,1,2.09362e+05,-2.66461e+05,0.00000e+00,0.00000e+00
-3.74865e-01,1,2.18879e+05,-2.56945e+05,0.00000e+00,0.00000e+00
-4.40858e-01,1,2.28395e+05,-2.47428e+05,0.00000e+00,0.00000e+00
-5.03528e-01,1,2.37912e+05,-2.37912e+05,0.00000e+00,0.00000e+00
-5.63776e-01,1,2.47428e+05,-2.28395e+05,0.00000e+00,0.00000e+00
-6.22305e-01,1,2.56945e+05,-2.18879e+05,0.00000e+00,0.00000e+00
-6.79207e-01,1,2.66461e+05,-2.09362e+05,0.00000e+00,0.00000e+00
-7.34198e-01,1,2.75977e+05,-1.99846e+05,0.00000e+00,0.00000e+00
-7.86700e-01,1,2.85494e+05,-1.90329e+05,0.00000e+00,0.00000e+00
-8.36149e-01,1,2.95010e+05,-1.80813e+05,0.00000e+00,0.00000e+00
-8.82320e-01,1,3.04527e+05,-1.71296e+05,0.00000e+00,0.00000e+00
-9.25288e-01,1,3.14043e+05,-1.61780e+05,0.00000e+00,0.00000e+00
-9.65818e-01,1,3.23560e+05,-1.52263e+05,0.00000e+00,0.00000e+00
-1.00421e+00,1,3.33076e+05,-1.42747e+05,0.00000e+00,0.00000e+00
-1.04046e+00,1,3.42593e+05,-1.33230e+05,0.00000e+00,0.00000e+00
-1.07402e+00,1,3.52109e+05,-1.23714e+05,0.00000e+00,0.00000e+00
-1.10460e+00,1,3.61626e+05,-1.14198e+05,0.00000e+00,0.00000e+00
